,country,published_date,info
0,CZECHIA, - published 30.04.2020,"1. Passengers are not allowed to enter Czechia.
-This does not apply to nationals of Czechia.
-This does not apply to passengers with diplomatic and service passports.
-This does not apply to passengers with a Czech residence permit for stay over 90 days or for permanent stay.
-This does not apply to passengers with a Czech long-stay visa (not including visa stickers with a national comment D/VR/XX).
-This does not apply to nationals of EU Member States, Iceland, Liechtenstein, Norway, Switzerland or the United Kingdom residing in Czechia with a document confirming residence in Czechia, e.g., a lease contract and one of the following documents: European Health Insurance Card issued by Czechia, employment contract with the place of work in Czechia or confirmation of study in Czechia.
-This does not apply to nationals of another EU Member State, Andorra, Iceland, Liechtenstein, Monaco, Norway, San Marino Switzerland, United Kingdom or Vatican City (Holy See), with an official confirmation by an embassy of their home state or by an embassy of Czechia confirming acceptance to a flight for the purpose of repatriation to their home state and an organized transfer or their intention to transfer from the territory of Czechia to their home state.
-This does not apply to passengers who are spouses or registered partners of a national of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland or the United Kingdom residing in Czechia. An original or a copy of the marriage certificate or of proof of the registered partnership is required together with a copy of the residence permit or of the Czech ID card issued by Czechia to the spouse. If the spouse is not a national of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland, the United Kingdom or of an EU visa free country, a visa or a residence permit is required.
-This does not apply to passengers younger than 21 years of age, who are children of nationals of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland or the United Kingdom residing in Czechia. A birth certificate or its copy is required together with a copy of the residence permit or of the Czech ID card issued by Czechia to the parent. If the child is not a national of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland, the United Kingdom or of an EU visa free country, a visa or a residence permit is required.
- This does not apply to passengers who are parents caring for their children who reside in Czechia and who are nationals of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland or United Kingdom. They must have: 
- a birth certificate or its copy together with a copy of the residence permit or of the Czech ID card issued by Czechia to the child;
- if the child is 21 years or older, a document confirming dependency and need of care, e.g., medical confirmation;
- if the parent is not a national of an EU Member State, Iceland, Liechtenstein, Norway, Switzerland, the United Kingdom or of an EU visa free country, a visa or a residence permit is required.
-This does not apply to passengers with a long-stay visa, residence permit for stay over 90 days or for permanent stay in another EU Member State, Andorra, Iceland, Liechtenstein, Monaco, Norway, San Marino Switzerland, United Kingdom or the Vatican City (Holy See) with an official confirmation by an embassy of the state which issued their residence permit or by an embassy of Czechia confirming acceptance to a flight for the purpose of repatriation and to an organized transfer or their intention to transfer from the territory of Czechia to their country of origin.
-This does not apply to members of the mission under the Vienna Convention on Diplomatic Relations and members of the consular posts under the Vienna Convention on Consular Relations accredited in Czechia, and officials of international organizations based in Czechia registered with Ministry of the Foreign Affairs of Czechia, including their family members.
"
0,DENMARK, - published 24.04.2020,"1. Passengers are not allowed to enter Denmark.
-This does not apply to:
- nationals and residents of Denmark.
- passengers traveling to visit a critically or terminal ill family member; to participate in a funeral or if already in an ongoing health treatment or when called for a court case; 
- legal guardian of a minor or traveling to exercise visitation rights to a minor. 
- passengers with documentation to prove employment in Denmark;
- passengers with documentation to prove that parked at Copenhagen Airport (CPH) is the vehicle needed for their ongoing journey out of Denmark (e.g., to Sweden).
"
0,DJIBOUTI, -- published 24.03.2020,"Flights to Djibouti are suspended.
"
0,DOMINICA, -- published 16.04.2020,"1.Passengers are not allowed to enter Dominica.
-This does not apply to nationals of Dominica who will be placed in a 14-day mandatory quarantine. 
2.Airline crew is not allowed to disembark.
"
0,DOMINICAN REP., -- published 03.05.2020,"Flights to Dominican Rep. are suspended.
"
0,ECUADOR, -- published 22.04.2020 ,"Flights to Ecuador are suspended. 
"
0,EGYPT, -- published 27.04.2020 ,"Flights to Egypt are suspended.
This does not apply to:
a. Aircraft in state of emergency;
b. Technical landing;
c. Humanitarian, medevac or repatriation flights;
d. United Nations flights;
e. Domestic flights.
Except for aircraft in state of emergency, all other exemptions flights must obtain a pre-authorization from the Egyptian Civil Aviation Authority.
"
0,EL SALVADOR, -- published 17.04.2020 ,"El Salvador (SAL) is closed.
- This does not apply to US military flights (CSL), humanitarian aid flights, ambulance flights, ferry/maintenance flights, repatriation flights with a special clearance. 
"
0,EQUATORIAL GUINEA, -- published 24.04.2020,"Flights to Equatorial Guinea are suspended.
- This does not apply to charter flights if they have a special permit obtained from the Civil Aviation.
"
0,ERITREA, -- published 02.04.2020,"Asmara (ASM) is closed.
"
0,ESTONIA, - published 29.04.2020,"Passengers are not allowed to enter Estonia.
-This does not apply to nationals and residents of Estonia.
-This does not apply to nationals of Andorra, Monaco, Montenegro, North Macedonia (Rep.), San Marino, Serbia and Vatican City (Holy See) returning via Estonia to their country of residence. 
- This does not apply to passengers who are entering Estonia in order to go back home with a transport other than the plane. They must not show any symptoms of Coronavirus (COVID-19).
- This does not apply to nationals and residents of Latvia who work in Estonia. They must not show any symptoms of Coronavirus (COVID-19).
- This does not apply to:
- passengers who are asymptomatic and who are directly involved in transporting goods and raw materials, including the loading of goods;
- persons related to the international transport of goods and passengers, members of the team or crew servicing the international means of transport, and the persons performing repair, warranty or - maintenance operations on the means of transport;
- passengers related to the business continuity of critical services;
- passengers whose arrival in Estonia is related to the maintenance, repair or warranty activities of a device, or operations related to information and communication technology, if these are necessary for ensuring the operation of a company.
"
0,ETHIOPIA, --- published 22.03.2020,"All passengers arriving in Ethiopia will be placed in a mandatory quarantine at the Ethiopian Skylight Hotel for 14 days at their own expense.
"
0,ESWATINI (SWAZILAND), --- published 24.04.2020,"Passengers will be subject to self-isolation or mandatory 14-day quarantine in designated locations.
"
0,FALKLAND ISL. (MALVINAS), - published 10.04.2020 ,"Passengers are not allowed to enter Falkland Isl. (Malvinas).
- This does not apply to returning residents, passengers with Falkland Isl. (Malvinas) status, passengers with a residence or work permit.
- This does not apply to passengers traveling on official business for the Falkland Isl.'s Government. They must have evidence of proof of travel.
"
0,FIJI, -- published 30.03.2020 ,"1. Passengers and airline crew are not allowed to enter Fiji. 
- This does not apply to nationals of Fiji.
2. Nationals of Fiji must go into quarantine for a period of 14 days.
"
0,FINLAND, - published 20.03.2020,"1. Passengers are not allowed to enter Finland.
- This does not apply to nationals of Finland and their family members. 
- This does not apply to passengers with a residence permit issued by Finland. 
- This does not apply to nationals and family members of nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland residing in Finland. 
This does not apply to passengers with a British passport residing in Finland, and their family members. 
- This does not apply to nationals and family members of nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland when returning via Finland to their country of residence. 
- This does not apply to passengers with a British passport and their family members when returning via Finland to their country of residence. 
This does not apply to residents of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or the United Kingdom when returning via Finland to their country of residence. 
- This does not apply to:
- healthcare and rescue service professionals/personnel, health researchers, and elderly care professionals;
- transport personnel and other transport staff to the extent necessary;
- workers, who based on permanent employee relationship work daily in another country and returns back to the country of residence at least once a week, taking into consideration local circumstances and natural travel-to-work area;
- diplomats, staff of international organizations, military personnel and humanitarian aid workers in the exercise of their functions;
- necessary (return) transit and returns;
- passengers travelling for imperative family reasons;
- persons in need of international protection or for other humanitarian reasons;
- other necessary and justified traffic. For example, other necessary traffic would be maintenance work, that requires maintenance team or a person arriving from another country and this work cannot be postponed. 
2. Nationals and residents of Finland will be required to self-quarantine for 14 days.
"
0,FRANCE, - published 06.05.2020,"1. Passengers arriving from a non-Schengen Member State are not allowed to enter France.
- This does not apply to nationals of France, and their spouses and children.
- This does not apply to nationals of an EEA Member State or Switzerland on their way home, and their spouses and children. 
- This does not apply to passengers with a residence permit issued by France, and their spouses and children.
- This does not apply to passengers with a residence permit issued by an EEA Member State, Switzerland or the United Kingdom on their way home, and their spouses and children.
- This does not apply to healthcare professionals and health researchers related to Coronavirus (COVID-19). 
- This does not apply to personnel of diplomatic and consular missions and international organizations headquartered or having an office in France. 
- This does not apply to cross-border workers.
2. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting France. The certificate must be obtained before departure via the French consular offices abroad or online at 
.
"
0,FRENCH GUIANA, --- published 06.05.2020 ,"1. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting French Guiana. The certificate must be obtained before departure via the French consular offices abroad or online at 
.
2. Passengers must go through a medical examination upon arrival and are subject to quarantine for a period of 14 days.
- This does not apply to healthcare professionals related to Coronavirus (COVID-19).
"
0,FRENCH POLYNESIA, -- published 06.05.2020,"1. Passengers are not allowed to enter French Polynesia. 
- This does not apply to passengers who reside in French Polynesia.
2. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting French Polynesia. The certificate must be obtained before departure via the French consular offices abroad or online at 
.
3. Passengers must go through a medical examination upon arrival and are subject to quarantine for a period of 14 days.
- This does not apply to healthcare professionals related to Coronavirus (COVID-19).
4. Airline crew for repatriation flights are subject to a medical control and will complete a declaration on honour stating they will have to respect the sanitary measures requirements of self-isolation for 14 days.
- This does not apply if they are in transit and stay in the aircraft.
- This does not apply if they are authorized to go back on their company flight in case there is layover for one day or one night.
"
0,FRENCH WEST INDIES, - published 06.05.2020 ,"1. Passengers are not allowed to enter the French West Indies. 
- This does not apply to passengers who reside in the French West Indies. 
- This does not apply to passengers traveling for urgent health reasons.
- This does not apply to passengers traveling for imperative business reasons.
2. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting the French West Indies. The certificate must be obtained before departure via the French consular offices abroad or online at 
 
3. Passengers must go through a medical examination upon arrival and are subject to quarantine for a period of 14 days.
- This does not apply to healthcare professionals related to Coronavirus (COVID-19).
"
0,GABON, - published 16.03.2020,"Passengers who have been in Austria, Belgium, Bulgaria, China (People's Rep.), Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Italy, Ireland (Rep.), Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Spain, Slovakia, Slovenia, Sweden, Switzerland, USA or the United Kingdom in the last 14 days are not allowed to enter Gabon. 
- This does not apply to nationals and residents of Gabon.
"
0,GAMBIA, -- published 22.04.2020,"Flights to Gambia are suspended.
"
0,GEORGIA, - published 18.03.2020 ,"1. Passengers are not allowed to enter Georgia.
- This does not apply to nationals and residents of Georgia.
- This does not apply to representatives of diplomatic missions and international organizations and their family members accredited to Georgia.
- This does not apply to mixed families where one of the spouses or their under age child is a citizen of Georgia.
- This does not apply to passengers who are part of the humanitarian mission if trip of such mission (doctors, volunteers) becomes a necessity. 
- This does not apply to passengers who have been granted the status of stateless persons by respective authorities of Georgia.
- This does not apply to passengers who are holding status neutral travel documents.
- This does not apply to passengers with a refugee status in Georgia.
2. Passengers with a residence permit issued by Georgia must get an OKTOBOARD before departing for Georgia. 
"
0,GERMANY, - published 04.05.2020,"1.Passengers are not allowed to enter Germany.
This does not apply to:
- nationals of Germany;
- passengers with permanent residence in Germany obtained before Coronavirus (COVID-19) or with a D-Visa issued by Germany;
- husband, wife, child and registered partner of nationals or residents of Germany;
- passengers with evidence that their travel is to perform a professional activity, e.g., commuters, diplomats, nursing staff, food industry personnel, specialists;
- passengers in transit to their home country, if there is no other travel option. The purpose of travel and the entry requirements for the destination and transit countries must be proved;
- US military personnel stationed in Germany and their family members；
- merchant seamen who are going to sign up on board or leave Germany for the purpose of repatriation.
2. Passengers allowed to enter Germany must self-isolate and must proceed directly to their own home, or other suitable accommodation for a period of 14 days.
- This does not apply to merchant seamen without Coronavirus (COVID-19) symptoms.
"
0,GHANA, -- published 02.05.2020,"1. Flights to Ghana are suspended.
- This does not apply to emergency flights, humanitarian flights, technical landing for refuel and medical evacuation flights.
2. Airline crew will undergo mandatory quarantine during their rotation/rest period.
"
0,GIBRALTAR, - published 16.04.2020,"Passengers are not allowed to enter Gibraltar.
- This does not apply to passengers with a British passport with nationality ""British Overseas Territories Citizen"" issued by Gibraltar.
- This does not apply to passengers with a British passport born in Gibraltar.
- This does not apply to British nationals with a national ID card issued by Gibraltar.
- This does not apply to residents of Gibraltar.
- This does not apply to merchant seamen with an Immigration pre-clearance letter issued by the Borders and Coastguards Agency.
- This does not apply to nationals of Spain on their way to Spain.
- This does not apply to residents of Spain on their way to Spain.
- This does not apply to passengers who are taking up employment or carrying out a work activity in Gibraltar.
- This does not apply to military personnel with a travel order issued by NATO or the United Kingdom.
- This does not apply to passengers with an authorization letter issued by the Borders and Coastguards Agency.
"
0,GREECE, - published 29.04.2020,"1. Passengers are not allowed to enter Greece.
- This does not apply to:
- nationals and family members of nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland;
- passengers with a British passport and their family members;
- nationals of North Macedonia returning via Thessaloniki (SKG) and continuing by road to North Macedonia. Their trip must be prearranged by the authorities, e.g., Ministry of Foreign affairs, embassy, etc.;
- passengers with a residence permit issued by Greece. A certificate of application for renewal of a residence permit is not accepted;
- passengers with a residence permit issued by Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or the United Kingdom;
- passengers with a long term visa issued by Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or the United Kingdom;
- healthcare professionals and health researchers designated to support the national health care system;
- government members, diplomats, staff of international organizations, military personnel and humanitarian aid workers in the exercise of their duties;
- passengers travelling for imperative family or business reasons with an authorization issued by the Greek embassy/consulate.
2. Passengers arriving in Greece must be in quarantine for 14 days and must give their contact information to the authorities upon arrival.
- This does not apply to state flights, sanitary flights, humanitarian flights and military flights.
3. Flights from Turkey are suspended.
- This does not apply to:
- flights approved by the Hellenic Ministry of Foreign Affairs for repatriation of Greek citizens, their family members and holders of residence permit in Greece.
- state flights, sanitary flights, humanitarian flights, emergency flights, fire fighting flights, frontex flights and technical landings if passengers do not disembark.
4. Flights from Germany, Italy, Netherlands, Spain and the United Kingdom are suspended.
- This does not apply to:
- flights designated to support the Hellenic national healthcare system.
- flights approved by the Hellenic ministry of Foreign Affairs for repatriation of Greek citizens, their family members and holders of residence permit in Greece.
- state flights, sanitary flights, humanitarian flights, emergency flights, military flights, fire fighting flights, frontex flights and technical landings if passengers do not disembark.
"
0,GRENADA, -- published 17.04.2020 ,"Maurice Bishop International Airport (GND) and Lauriston Airport (CRU) are closed for all passenger traffic.
"
0,GUAM, - published 30.03.2020,"1. Passengers who have been in a country with confirmed Coronavirus (COVID-19) cases for more than one week and do not hold a document recognized and certified by DPHSS (Guam Department of Social Health and Services), which confirms they are not infected with Coronavirus (COVID-19), are not allowed to enter. The date of the test must be not more than 72 hours before the date of arrival. 
- This does not apply to residents of Guam. 
Passengers will be quarantined for a period of 14 days upon arrival. 
- This does not apply to passengers with a healthcare recognized and certified document which confirms that they are not infected with Coronavirus (COVID-19) within the last 72 hours.
"
0,GUATEMALA, -- published 07.05.2020 ,"Airports in Guatemala are closed. 
- This does not apply to humanitarian, military or ambulance flights.
"
0,GUINEA, -- published 23.04.2020 ,"Guinea's borders are closed.
"
0,GUINEA-BISSAU, -- published 27.04.2020,"Airports in Guinea-Bissau are closed.
"
0,GUYANA ,-- published 07.05-2020,"Flights to Guyana are suspended.
- This does not apply to:
a) Nationals and residents of Guyana.
b) Urgent health condition motive;
c) Professional trips which cannot be deferred as authorized;
d) Medevac flights;
e) Technical stops for fuel only and special authorized flights.
"
0,HAITI, -- published 14.04.2020 ,"All flights to Port Au Prince International airport and Tocap Haitian International airport are suspended. 
- This does not apply to domestic, emergency, humanitarian, medevac and government flights.
"
0,HONDURAS, -- published 22.04.2020,"Airports in Honduras are closed.
- This does not apply to humanitarian flights with an authorization issued 24h before departure by the Secretariat of tourism or Secretariat for foreign relations and international cooperation of Honduras.
"
0,"HONG KONG SAR, CHINA", - published 06.04.2020,"1. Passengers are not allowed to transit or enter Hong Kong SAR, China.
- This does not apply to passengers with a Hong Kong SAR, China passport.
- This does not apply to passengers with a British passport with nationality ""British National (Overseas)"" with the right of abode in Hong Kong SAR, China.
- This does not apply to residents of Hong Kong SAR, China with a Permanent Identity Card.
- This does not apply to residents of Hong Kong SAR, China with a Identity card accompanied by a valid work or study visa.
- This does not apply to passengers who have only been in the mainland of China, Chinese Taipei or Macao SAR, China in the past 14 days.
- This does not apply to residents of Macao SAR, China who are registered the Macao SAR, China scheme that they will be immediately taken by coach back to Macao SAR, China upon entry.
- This does not apply to the following passengers:
a. Passengers travelling from the mainland of China or Chinese Taipei or Macao SAR, China and have not been to any other country/region in the past 14 days;
b. Crew members of aircraft who need to commute to and from foreign places for performance of necessary duties or crew members of goods vessels;
c. Government officials carrying out government duties including personnel of consular posts;
d. Spouses and minor children of Hong Kong SAR, China residents;
e. Personnel engaged in anti-epidemic work endorsed by the HKSAR Government.
2. All passengers who are eligible to enter Hong Kong SAR, China will be required to undergo 14 days compulsory quarantine.
3. All arriving passengers and crew members must present a completed Health Declaration Form to the Department of Health upon arrival. 
"
0,HUNGARY, -- published 24.04.2020,"1.Passengers are not allowed to enter Hungary
-This does not apply to nationals of Hungary. 
-This does not apply to residents of Hungary who are nationals of an EEA Member State or Switzerland and who have a permanent residence card issued by Hungary.
"
0,ICELAND -, published 22.04.2020,"1. Passengers are not allowed to enter Iceland. 
This does not apply to nationals of EEA Member States and Switzerland.
This does not apply to passengers with a British passport. 
This does not apply to passengers with a residence permit issued by a Schengen Member State.
This does not apply to:
- family members of nationals of EEA Member States, Switzerland and of British nationals;
- diplomats;
- health and care workers traveling on duty;
- humanitarian aid workers;
- international organizations personnel;
- passengers that require international protection; 
- passengers traveling on family emergencies;
- members of armed forces traveling on duty. 
2. Passengers listed in above exemptions who intent to travel through Iceland on their way to another Schengen Member State must have a written confirmation of their permission to enter the other Schengen Member State.
3. Passengers who are allowed to enter will be subject to mandatory self-quarantine for 14 days upon arrival.
"
0,INDIA, -- published 04.05.2020 ,"Flights to India are suspended.
- This does not apply to flights that carry goods for trade or essential goods and supplies, and their crew members, helpers, cleaners.
"
0,INDONESIA, - published 04.05.2020 ,"1. Passengers are not allowed to transit or enter Indonesia.
- This does not apply to nationals of Indonesia.
- This does not apply to passengers with a Temporary Stay Permit (ITAS) or Permanent Stay Permit (ITAP).
- This does not apply to the following passengers:
a. passengers with a Diplomatic Visa or Service Visa.
b. passengers with a Diplomatic Stay Permit or Service Stay Permit.
c. medical aid workers or Food Sustenance Workers for Humanitarian Purposes.
d. foreigners/Expatriates working on strategic national projects.
2. Passengers who are eligible to enter Indonesia (except nationals of Indonesia) and airline crew must comply with the following requirements:
- have a valid health certificate in English issued by Health Authority from respective country. It must be valid within 7 days and state the passenger is free from respiratory disease, and
- have no travel history in the last 14 days from China (People's Rep.), France, Germany, Iran, Italy, Korea (Rep.), Spain, Switzerland, United Kingdom and Vatican City (Holy See), and
- agree for self-quarantine for 14 days and fill in statement of compliance on arrival.
3. Passengers arriving from countries with Coronavirus (COVID-19) confirmed cases must submit a health declaration form on arrival.
4. Deadhead crew that will be active on return flight will be given an entry stamp if they:
- have a valid crew ID card or crew member certificate; and
- provide written notification from airline to Immigration Officer at entry point that the personnel will be on duty during return flight. This notification should be received by Immigration officer at entry point at latest 24 hours upon arrival.
"
0,IRAN, - published 29.04.2020 ,"1. Nationals of China (People's Rep.) with a normal passport, passengers with a Hong Kong (SAR China) passport and passengers with a Macao (SAR China) passport are no longer visa exempt. However, they can obtain a visa on arrival.
2. Passengers must go through medical screening upon arrival and will be subject to be tested for Coronavirus (COVID-19) and to be placed in quarantine.
3. A completed self-declaration form concerning Coronavirus (COVID-19) must be presented upon arrival.
4. Based on the travel advisory restriction issued by United Arab Emirates Government, nationals of United Arab Emirates are not allowed to travel to Iran. 
"
0,IRAQ, -- published 24.04.2020,"Flights to Iraq are suspended.
- This does not apply to red cross, humanitarian, Medevac, repatriation, emergency and military flights.
"
0,IRELAND (REP.), --- published 20.04.2020,"Passengers arriving in Ireland (Rep.) are required to self-quarantine for 14 days. 
- This does not apply when arriving from Northern Ireland. 
- This does not apply to essential supply chain workers, for example, a pilot or a haulier. 
"
0,ISRAEL, -- published 06.04.2020,"1. Passengers are not allowed to enter Israel.
- This does not apply to nationals of Israel.
- This does not apply to residents of Israel.
- This does not apply to passengers that have a specific entry approval from the population and Immigration Authority of Israel. 
2.Transit facilities at Tel Aviv (TLV) are temporarily suspended.
3. All international arrivals will be quarantined at a government-designated facility for a period of 14 days.
"
0,ITALY, - published 10.04.2020,"1. Passengers traveling as tourists are not allowed to enter Italy. 
- This does not apply to nationals or residents of Italy.
- This does not apply to passengers traveling on business.
- This does not apply to passengers traveling for health reasons.
- This does not apply to passengers in traveling for emergency.
2. Passengers and crew members transiting or entering Italy must inform their transit or arrival to the regional Department of Prevention; and
- are subject to health surveillance and isolation for 14 days; 
- must submit a declaration that they entered Italy for proven working requirements for a maximum of 72 hours or for a justified extension for specific needs for additional 48 hours.
3. A completed self-declaration form must be handed to the airline before arriving in Italy.
"
0,JAMAICA, -- published 06.05.2020,"1. Passengers are not allowed to enter Jamaica.
- This does not apply to passengers with a Travel Authorization document issued by the government of Jamaica.
2. Passengers with a Travel Authorization document issued by the government of Jamaica will be quarantined for 14 days. 
"
